_id,OBJECTID,CartID,BikeFacilityType,MSAG_Name,ProjectName,Jurisdiction,District,Length,MaintenanceResponsibility,Status,FacilityName,Comments,Shape__Length
468,468,BF_313000184,Bike Lane,CALIZA DR,Unknown,San Antonio,9,971.11764952,COSA - Public Works Dept,Active,Caliza Dr from Encino Rio to E Evans Rd,None,971.117649528203
469,469,BF_313002595,Route,CEDAR PARK,Unknown,San Antonio,7,353.47664691,COSA - Public Works Dept,Active,Cedar Park from Asher Park to Prue Rd,None,353.476646916993
470,470,BF_313003184,Bike Lane,CABLE RANCH RD,Unknown,San Antonio,6,598.64575117,COSA - Public Works Dept,Active,Cable Ranch Rd from Waters Edge Dr to Marbach Rd,None,598.645751174768
471,471,BF_313003201,Bike Lane,Woodlake Pkwy,Unknown,San Antonio,2,57.90085688,COSA - Public Works Dept,Active,Woodlake Pkwy from Walzem Rd to Gibbs-Sprawl Rd,None,57.9008568867153
472,472,BF_313000218,Bike Lane,S PINE ST,Unknown,San Antonio,2,56.60273967,COSA - Public Works Dept,Active,S Pine St from Nevada to Aransas Ave,None,56.6027396752253
473,473,BF_313003416,Bike Lane,S GEVERS ST,Unknown,San Antonio,3,318.16891621,COSA - Public Works Dept,Active,S Gevers St from E Drexel Ave to Waleetka St,None,318.168916212715
474,474,BF_313001160,Bike Lane,HORAL DR,Unknown,San Antonio,4,310.29544435,COSA - Public Works Dept,Active,Horal Dr from Marbach Rd to US Hwy 90 W Access Rd,None,310.295444359809
475,475,BF_313003175,Buffered Lane,N ELLISON DR,Unknown,San Antonio,6,65.2920014,COSA - Public Works Dept,Active,N Ellison Dr from W Military Dr to Wiseman Blvd,None,65.2920014087686
476,476,BF_313000701,Bike Lane,E GRAYSON ST,Unknown,San Antonio,2,689.83944954,COSA - Public Works Dept,Active,E Grayson St from N Pine St to Ft Sam Houston Quadrangle Facility,None,689.839449547327
477,477,BF_313003550,Bike Lane,S FLORES ST,Unknown,San Antonio,5,50.69331218,COSA - Public Works Dept,Active,S Flores St from E Cevallos_W Cevallos to E Theo Ave_W Theo Ave,None,50.69331218511
478,478,BF_313000960,Bike Lane,VILLAGE PKWY,Unknown,San Antonio,6,199.24153382,COSA - Public Works Dept,Active,Village Pkwy from Raba Dr to Culebra Rd,None,199.241533827438
479,479,BF_313000373,Bike Lane,VILLAGE PKWY,Unknown,San Antonio,6,272.60136664,COSA - Public Works Dept,Active,Village Pkwy from Raba Dr to Culebra Rd,None,272.601366640505
480,480,BF_313003666,Route,N SAN JOAQUIN,Unknown,San Antonio,5,783.25178061,COSA - Public Works Dept,Active,N San Joaquin from Culebra Rd to W Commerce St,None,783.251780616016
481,481,BF_313004484,Bike Lane,CRESTA BELLA,Unknown,San Antonio,8,498.02088703,COSA - Public Works Dept,Active,Cresta Bella from Camp Bullis Rd to IH-10 W Access Rd,None,498.020887032831
482,482,BF_313002875,Bike Lane,BAYWATER STAGE,Unknown,San Antonio,8,506.19385435,COSA - Public Works Dept,Active,Baywater Stage from Boerne Stage to Bexar County Line,None,506.193854358667
483,483,BF_313000384,Bike Lane,DOVER RDG,Unknown,San Antonio,6,775.58943061,COSA - Public Works Dept,Active,Dover Rdg from Weybridge to Tezel Rd,None,775.58943061345
484,484,BF_313003986,To Be Determined,FIVE PALMS DR,Unknown,San Antonio,4,284.20416203,COSA - Public Works Dept,Staff Recommended for IMP 2019 to 2023,TBD,None,284.204162034978
485,485,BF_313001265,Route,N VANDIVER RD,Unknown,San Antonio,10,142.83346687,COSA - Public Works Dept,Active,N Vandiver Rd_S Vandiver Rd from Urban Crest to Rittiman Rd,None,142.833466876411
486,486,BF_313004096,To Be Determined,Railway Bike Trail,Unknown,San Antonio,5,3185.36313764,COSA - Public Works Dept,Staff Recommended for IMP 2019 to 2023,TBD,None,3185.36313764396
487,487,BF_313003310,Bike Lane,FIVE PALMS DR,Unknown,San Antonio,4,223.46105619,COSA - Public Works Dept,Active,Five Palms Dr from Medina Base Rd to Port Victoria St,None,223.461056196264
488,488,BF_313002980,Bike Lane,S FLORES ST,Unknown,San Antonio,3,241.91191985,COSA - Public Works Dept,Inactive,S Flores St from E Malone_W Malone Ave to SE Military Dr_TO BE REMOVED,None,241.911919856689
489,489,BF_313003971,To Be Determined,FIVE PALMS DR,Unknown,San Antonio,4,307.55836073,COSA - Public Works Dept,Staff Recommended for IMP 2019 to 2023,TBD,None,307.558360727015
490,490,BF_313000554,Bike Lane,McCullough Ave,Unknown,San Antonio,1,180.50265594,COSA - Public Works Dept,Active,McCullough Ave from E Ashby Place to W_E Hildebrand Ave,None,180.502655946203
491,491,BF_313001294,Bike Lane,PLEASANTON RD,Unknown,San Antonio,3,272.60829893,COSA - Public Works Dept,Active,Pleasanton Rd from Moursund Blvd to SE Loop 410 Access Rd,None,272.60829893831
492,492,BF_313003493,Bike Lane,Hot Wells Ave,Unknown,San Antonio,3,127.75618786,COSA - Public Works Dept,Active,Hot Wells Ave from S Presa St to Goliad Rd,None,127.756187869102
493,493,BF_313002418,Route,GEORGE RD,Unknown,San Antonio,8,314.09023714,COSA - Public Works Dept,Active,George Rd from NW Military Hwy to Cedar Canyon,None,314.090237148413
494,494,BF_313000824,Bike Lane,AVENUE E,Unknown,San Antonio,1,387.69385616,COSA - Public Works Dept,Active,Avenue E from 3rd St to Brooklyn Ave,None,387.693856164533
495,495,BF_313001512,Multi Use Path,CALLAGHAN RD,Unknown,San Antonio,7,413.44986668,COSA - Public Works Dept,Active,Callaghan Rd from Bandera Rd to Hemphill St,None,413.449866684294
496,496,BF_313002592,Bike Lane,SONOMA PKWY,Unknown,San Antonio,8,463.51241642,COSA - Public Works Dept,Active,Sonoma Pkwy from FM 1560 N to Tulorosa Trl,None,463.512416425971
497,497,BF_313001106,Bike Lane,LAKEFRONT,Unknown,San Antonio,2,486.29176374,COSA - Public Works Dept,Active,Lakefront from US Hwy 87 to Cloudy Meadow,None,486.291763744651
498,498,BF_313001493,Route,W WOODLAWN,Unknown,San Antonio,7,786.6227538,COSA - Public Works Dept,Active,W Woodlawn from Halvern to Maiden Ln,None,786.622753801319
499,499,BF_313000909,Route,E JOSEPHINE ST,Unknown,San Antonio,2,416.34459253,COSA - Public Works Dept,Active,E Josephine St from Avenue B to N Pine St,None,416.34459253822
500,500,BF_313002143,Bike Lane,E MISTLETOE,Unknown,San Antonio,1,47.06198036,COSA - Public Works Dept,Active,E Mistletoe_W Mistletoe from N St Marys St to N Flores St,None,47.0619803652046
501,501,BF_313000556,Bike Lane,McCullough Ave,Unknown,San Antonio,1,222.4165728,COSA - Public Works Dept,Active,McCullough Ave from E Ashby Place to W_E Hildebrand Ave,None,222.416572808269
502,502,BF_313001738,Bike Lane,MISSION RD,Unknown,San Antonio,3,68.88859992,COSA - Public Works Dept,Active,Missions Trail_Mission Rd from 226 ft north of Yellow Stone to Theo Pkwy,None,68.8885999202461
503,503,BF_313001700,Multi Use Path,MEDINA BASE RD,Unknown,San Antonio,4,1566.11932528,COSA - Public Works Dept,Active,Medina Base Rd from SW Loop 410 to Five Palms Dr _CIMS 2007 Bond project 10 ft wide Multi Use Path,None,1566.1193252841
504,504,BF_313000808,Bike Lane,CHURCHILL ESTATES BLVD,Unknown,San Antonio,9,122.86093808,COSA - Public Works Dept,Active,Churchill Estates Blvd_Vista Real from Huebner Rd to Dead End,None,122.860938088946
505,505,BF_313002785,Bike Lane,SW 19TH ST,Unknown,San Antonio,5,300.13137776,COSA - Public Works Dept,Active,SW 19th St from Buena Vista St to Castroville Rd,None,300.131377764969
506,506,BF_313000425,Bike Lane,E BROADVIEW DR,Unknown,San Antonio,7,395.11417373,COSA - Public Works Dept,Active,E Broadview Dr from Bandera Rd to N Westberry,None,395.114173732203
507,507,BF_313002832,Bike Lane,S HAMILTON AVE,Unknown,San Antonio,5,172.16559946,COSA - Public Works Dept,Active,S Hamilton Ave from Guadalupe St to Monterey St,None,172.165599468549
508,508,BF_313000842,Bike Lane,DEER CREST,Unknown,San Antonio,9,296.27148552,COSA - Public Works Dept,Active,Deer Crest from Blanco Rd to Huebner Rd,None,296.271485522801
509,509,BF_313000939,Bike Lane,RIM ROCK TRL,Unknown,San Antonio,6,257.45081485,COSA - Public Works Dept,Active,Rim Rock Trl from Culebra Rd to Oak Timber,None,257.450814856527
510,510,BF_313004224,Buffered Lane,S Zarzamora St,Unknown,San Antonio,4,558.48186499,COSA - Public Works Dept,Staff Recommended for IMP 2020 to 2024,"S Zarzamora St from SW Loop 410 to Jaguar Pkwy (formerly, Verano Pkwy)",None,558.481864989118
511,511,BF_313003241,Bike Lane,WALKER RANCH,Unknown,San Antonio,9,362.7231906,COSA - Public Works Dept,Active,Walker Ranch from Bitters Rd to Wood Valley,None,362.723190604569
512,512,BF_313001503,Multi Use Path,CALLAGHAN RD,Unknown,San Antonio,7,357.12554616,COSA - Public Works Dept,Active,Callaghan Rd from Bandera Rd to Hemphill St,None,357.125546167532
513,513,BF_313000833,Buffered Lane,CINCINNATI AVE,Unknown,San Antonio,1,842.4373918,COSA - Public Works Dept,Active,S Josephine Tobin Dr_Cincinnati Ave west of Adaes Ave to S Josephine Tobin Dr_Alexander Ave_Cincinnati Ave,None,842.437391804944
514,514,BF_313000667,Bike Lane,HENDERSON PASS,Unknown,San Antonio,10,167.01686568,COSA - Public Works Dept,Active,Henderson Pass from Thousand Oaks to Point Oak,None,167.016865680622
515,515,BF_313002790,Bike Lane,S TRINITY,Unknown,San Antonio,5,192.29317609,COSA - Public Works Dept,Active,S Trinity from S Laredo St to W Houston St,None,192.293176099868
516,516,BF_313003352,Route,RIGSBY AVE,Unknown,San Antonio,3,664.50003036,COSA - Public Works Dept,Active,Rigsby Ave from S Pine St to Clark Ave,None,664.500030368151
517,517,BF_313000362,Bike Lane,TIMBER PATH,Unknown,San Antonio,6,269.95228019,COSA - Public Works Dept,Active,Timber Path from Les Harrison Dr to Timber Cut,None,269.952280189102
518,518,BF_313001533,Route,DONALDSON AVE,Unknown,San Antonio,7,505.8403081,COSA - Public Works Dept,Active,Donaldson Ave from N Elmendorf to E Quill Dr,None,505.840308103534
519,519,BF_313003335,Bike Lane,BROOKSDALE DR,Unknown,San Antonio,2,78.51012261,COSA - Public Works Dept,Active,Brooksdale Dr from Yucca St to Martin Luther King Dr,None,78.510122617196
520,520,BF_313002947,Bike Lane,W ASHBY PLACE,Unknown,San Antonio,1,206.50052042,COSA - Public Works Dept,Active,W Ashby Place from N Flores St to N Main Ave,None,206.500520417004
521,521,BF_313004247,Bike Lane,REDLAND RD,Unknown,San Antonio,10,2990.43687717,COSA - Public Works Dept,Active,Redland Rd from Jones Maltsberger Rd to N Loop 1604 E Access Rd,None,2990.43687717208
522,522,BF_313002102,Route,GEORGE RD,Unknown,San Antonio,8,310.07518311,COSA - Public Works Dept,Active,George Rd from NW Military Hwy to Cedar Canyon,None,310.075183116615
523,523,BF_313003637,Bike Lane,POWHATAN DR,Unknown,San Antonio,1,493.37761586,COSA - Public Works Dept,Active,POWHATAN from TIOGA to LITCHFIELD,None,493.377615861342
524,524,BF_313000889,Bike Lane,CHURCHILL ESTATES BLVD,Unknown,San Antonio,9,290.38905032,COSA - Public Works Dept,Active,Churchill Estates Blvd_Vista Real from Huebner Rd to Dead End,None,290.389050317043
525,525,BF_313004336,Bike Lane,W COMMERCE ST,Unknown,San Antonio,5,401.12646697,COSA - Public Works Dept,Active,W Commerce St from S Frio to Enrique M Barerra Pkwy,None,401.126466967096
526,526,BF_313001104,Bike Lane,MISSION RD,Unknown,San Antonio,3,354.73971576,COSA - Public Works Dept,Active,Missions Trail_MT 3_Mission Rd from E Hart Ave to E Southcross Blvd,None,354.739715760156
527,527,BF_313002859,Bike Lane,WILSON BLVD,Unknown,San Antonio,7,345.26789848,COSA - Public Works Dept,Active,Wilson Blvd from Babcock Rd to W Woodlawn,None,345.26789848059
528,528,BF_313002996,Bike Lane,S FLORES ST,Unknown,San Antonio,3,23.96507806,COSA - Public Works Dept,Inactive,S Flores St from E Malone_W Malone Ave to SE Military Dr_TO BE REMOVED,None,23.9650780680786
529,529,BF_313001254,Bike Lane,N VANDIVER RD,Unknown,San Antonio,10,664.88021493,COSA - Public Works Dept,Active,N Vandiver Rd from NE Loop 410 to Urban Crest,None,664.880214932994
530,530,BF_313000474,Route,N ST MARYS,Unknown,San Antonio,1,153.97718171,COSA - Public Works Dept,Active,N St Marys St from Tuleta to W Jones Ave,None,153.977181711008
531,531,BF_313003639,Bike Lane,POWHATAN DR,Unknown,San Antonio,1,360.62746683,COSA - Public Works Dept,Active,POWHATAN from LITCHFIELD to GOLDSBORO,None,360.627466834834
532,532,BF_313001775,Bike Lane,PECAN VALLEY DR,Unknown,San Antonio,3,532.46415328,COSA - Public Works Dept,Active,Pecan Valley Dr from Roland Ave to Arrid,None,532.464153282232
533,533,BF_313001288,Route,HAYS ST,Unknown,San Antonio,2,482.91963149,COSA - Public Works Dept,Active,Hays St from N Mesquite St to N Onslow St,None,482.91963149822
534,534,BF_313003441,Route,GREEN SPRING DR,Unknown,San Antonio,10,608.76747376,COSA - Public Works Dept,Active,Green Spring Dr_Tavern Oaks from Rowe Dr to Bulverde Rd,None,608.767473763573
535,535,BF_313000861,Bike Lane,TIMBER PATH,Unknown,San Antonio,6,267.83850432,COSA - Public Works Dept,Active,Timber Path from Les Harrison Dr to Timber Cut,None,267.838504321771
536,536,BF_313004129,Multi Use Path,W HAUSMAN RD,40-00420 Hausman Road Loop 1604 to IH 10,San Antonio,8,551.88668543,COSA - Public Works Dept,Active,W Hausman Rd from N Loop 1604 W Access Rd to University Hts,None,551.886685429523
537,537,BF_313001182,Bike Lane,W MALONE,Unknown,San Antonio,5,20.59071356,COSA - Public Works Dept,Active,W Malone_E Malone from S Zarzamora St to Concepcion Park,None,20.5907135667056
538,538,BF_313000443,Bike Lane,CINCINNATI AVE,Unknown,San Antonio,1,47.07223617,COSA - Public Works Dept,Active,Cincinnati Ave from Alexander Ave to IH 10 W Access Rd,None,47.0722361725709
539,539,BF_313002521,Bike Lane,S Zarzamora St,Unknown,San Antonio,5,18.35922524,COSA - Public Works Dept,Active,S Zarzamora St from Walton Ave to New Laredo Hwy,None,18.3592252421219
540,540,BF_313000986,Multi Use Path,CALLAGHAN RD,Unknown,San Antonio,5,227.21087895,COSA - Public Works Dept,Active,Callaghan Rd from Culebra Rd to W Commerce St_CIMS Multi Use Path Project,None,227.210878950568
541,541,BF_313001064,Buffered Lane,SILVER SPRUCE,IMP 2019 Bike Facility Restriping,San Antonio,9,284.23465687,COSA - Public Works Dept,Active,Silver Spruce from Top Rail to Many Oaks,None,284.234656873403
542,542,BF_313000268,Buffered Lane,FOSTER MEADOWS,IMP 2019 Bike Facility Restriping,San Antonio,2,261.31721219,COSA - Public Works Dept,Active,Foster Meadows from US Hwy 87 E to Sinclair Rd,None,261.317212191548
543,543,BF_313003200,Bike Lane,Woodlake Pkwy,Unknown,San Antonio,2,1594.88710509,COSA - Public Works Dept,Active,Woodlake Pkwy from Walzem Rd to Gibbs-Sprawl Rd,None,1594.88710509819
544,544,BF_313000539,Route,N CALAVERAS,Unknown,San Antonio,1,390.97534039,COSA - Public Works Dept,Active,N Calaveras_Private Rd_W Houston St_N Chupaderas from Cincinnati Ave to Buena Vista St,None,390.975340396292
545,545,BF_313000053,Bike Lane,BELL DR,Unknown,San Antonio,10,170.69328103,COSA - Public Works Dept,Active,Bell Dr from Stahl Rd to Uhr Lane,None,170.693281034255
546,546,BF_313001838,Bike Lane,S MAIN AVE,Unknown,San Antonio,5,253.36953037,COSA - Public Works Dept,Active,S Main Ave from Arsenal to S Alamo St,None,253.369530370181
547,547,BF_313001072,Bike Lane,CROSS CANYON,Unknown,San Antonio,9,613.45446933,COSA - Public Works Dept,Active,Cross Canyon from Heimer Rd to Jones Maltsberger Rd,None,613.454469333231
548,548,BF_313000479,Route,N ST MARYS,Unknown,San Antonio,1,319.07886653,COSA - Public Works Dept,Active,N St Marys St from Tuleta to W Jones Ave,None,319.078866525255
549,549,BF_313001306,Bike Lane,PLEASANTON RD,Unknown,San Antonio,3,285.83536971,COSA - Public Works Dept,Active,Pleasanton Rd from Moursund Blvd to SE Loop 410 Access Rd,None,285.835369711798
550,550,BF_313003631,Bike Lane,POWHATAN DR,Unknown,San Antonio,1,314.13850466,COSA - Public Works Dept,Active,POWHATAN from COLONY DR to TIOGA,None,314.13850466992
551,551,BF_313003447,Route,MERTZ DR,Unknown,San Antonio,1,305.90503803,COSA - Public Works Dept,Active,Mertz Dr from E Rector to Oblate Dr,None,305.905038039263
552,552,BF_313002519,Route,PEREIDA ST,Unknown,San Antonio,1,334.19199101,COSA - Public Works Dept,Active,S Alamo St_Pereida St from Probandt St to S Presa St,None,334.191991013583
553,553,BF_313003976,To Be Determined,FIVE PALMS DR,Unknown,San Antonio,4,252.34693043,COSA - Public Works Dept,Staff Recommended for IMP 2019 to 2023,TBD,None,252.346930425818
554,554,BF_313002808,Bike Lane,S TRINITY,Unknown,San Antonio,5,188.12025712,COSA - Public Works Dept,Active,S Trinity from S Laredo St to W Houston St,None,188.120257129806
555,555,BF_313000146,Bike Lane,TIMBER TRACE,Unknown,San Antonio,6,287.08569353,COSA - Public Works Dept,Active,Timber Trace_Misty Way from Silent Sunrise to Grissom Rd,None,287.085693539247
556,556,BF_313003212,Bike Lane,FRIO CITY RD,Unknown,San Antonio,5,210.76778458,COSA - Public Works Dept,Active,Frio City Rd from S Brazos St to W Malone,None,210.767784586835
557,557,BF_313003113,Bike Lane,W THOMPSON PLACE,Unknown,San Antonio,5,938.6191988,COSA - Public Works Dept,Active,W Thompson Place from Growdon Rd to Cupples Rd,None,938.619198809467
558,558,BF_313003059,Buffered Lane,SEASCAPE DR,Unknown,San Antonio,4,484.87869999,COSA - Public Works Dept,Active,Seascape Dr from W Military Dr to Potranco Rd,None,484.878699992056
559,559,BF_313002560,Route,BELLCREST,Unknown,San Antonio,10,135.21242646,COSA - Public Works Dept,Active,Bellcrest from Bell Dr to Higgins Rd,None,135.212426461177
560,560,BF_313002313,Multi Use Path,W MILITARY DR,Unknown,San Antonio,6,1013.64152112,COSA - Public Works Dept,Active,Persyn Tract_W Military from Reed to Petseri Park,None,1013.64152112017
561,561,BF_313000523,Bike Lane,S HAMILTON AVE,Unknown,San Antonio,5,395.86160991,COSA - Public Works Dept,Active,S Hamilton Ave from Guadalupe St to Monterey St,None,395.861609919939
562,562,BF_313000316,Route,S MESQUITE ST,Unknown,San Antonio,2,224.85573568,COSA - Public Works Dept,Active,S Mesquite St from Nevada to Hays St,None,224.855735685446
563,563,BF_313000204,Bike Lane,TIMBERCREEK DR,Unknown,San Antonio,6,536.83472944,COSA - Public Works Dept,Active,Timbercreek Dr from SW Loop 410 Access Rd to W Miliary Dr,None,536.83472944115
564,564,BF_313004022,To Be Determined,CAPITOL,Unknown,San Antonio,1,350.01070542,COSA - Public Works Dept,Staff Recommended for IMP 2019 to 2023,TBD,None,350.010705416924
565,565,BF_313001567,Bike Lane,EMORY OAK DR,Unknown,San Antonio,3,345.42346824,COSA - Public Works Dept,Active,Emory Oak from SE Military Dr to Fairlawn Dr,None,345.423468246258
566,566,BF_313001085,Separated Lane,AVENUE B,Unknown,San Antonio,1,1486.49567224,COSA - Public Works Dept,Active,Avenue B from E Josephine St to Lions Field Trail,None,1486.49567224216
567,567,BF_313004456,Bike Lane,N TRINITY,Unknown,San Antonio,5,195.17693918,TBD,TBD,TBD,Streetview 3-2022,195.176939178446
568,568,BF_313002041,Bike Lane,E MISTLETOE,Unknown,San Antonio,1,754.83701701,COSA - Public Works Dept,Active,E Mistletoe_W Mistletoe from N St Marys St to N Flores St,None,754.837017015788
569,569,BF_313000305,Bike Lane,FAIRLAWN DR,Unknown,San Antonio,3,291.67247745,COSA - Public Works Dept,Active,Fairlawn Dr from Killarney Dr to Emory Oak,None,291.672477452622
570,570,BF_313001280,Route,N FLORES ST,Unknown,San Antonio,1,96.60215126,COSA - Public Works Dept,Active,N Flores St from W Euclid Ave to W Martin St,None,96.6021512608629
571,571,BF_313000955,Bike Lane,DOVER RDG,Unknown,San Antonio,6,1145.81543616,COSA - Public Works Dept,Active,Dover Rdg from Weybridge to Tezel Rd,None,1145.81543616786
572,572,BF_313003249,Bike Lane,WALKER RANCH,Unknown,San Antonio,9,239.85005577,COSA - Public Works Dept,Active,Walker Ranch from Bitters Rd to Wood Valley,None,239.850055770766
573,573,BF_313003191,Bike Lane,LAKESIDE PKWY,Unknown,San Antonio,6,604.52945357,COSA - Public Works Dept,Active,Lakeside Pkwy from Cable Ranch Rd to Ingram Rd,None,604.529453576783
574,574,BF_313003409,Bike Lane,MICRON DR,Unknown,San Antonio,6,1056.95017663,COSA - Public Works Dept,Active,Micron Dr from Potranco Rd to Culebra Rd,None,1056.95017663236
575,575,BF_313004059,To Be Determined,BENRUS,Unknown,San Antonio,7,350.51107118,COSA - Public Works Dept,Staff Recommended for IMP 2020 to 2024,Benrus Blvd from Ingram Rd to Culebra Rd,None,350.511071183165
