_id,OBJECTID,CartID,BikeFacilityType,MSAG_Name,ProjectName,Jurisdiction,District,Length,MaintenanceResponsibility,Status,FacilityName,Comments,Shape__Length
1895,1895,BF_313002804,Bike Lane,SW 19TH ST,Unknown,San Antonio,5,393.53798328,COSA - Public Works Dept,Active,SW 19th St from Buena Vista St to Castroville Rd,None,393.537983282654
1896,1896,BF_313003407,Bike Lane,MICRON DR,Unknown,San Antonio,6,1302.83300217,COSA - Public Works Dept,Active,Micron Dr from Potranco Rd to Culebra Rd,None,1302.83300217947
1897,1897,BF_313001513,Bike Lane,ROWE DR,Unknown,San Antonio,10,426.58206941,COSA - Public Works Dept,Active,Rowe Dr from Cypress Meadow to Alder Creek,None,426.582069415726
1898,1898,BF_313004322,Bike Lane,CULEBRA RD,Unknown,San Antonio,6,498.8375283,COSA - Public Works Dept,Active,Culebra Rd from Grissom Rd to NW Loop 410,None,498.837528297703
1899,1899,BF_313000450,Buffered Lane,HENDERSON PASS,Unknown,San Antonio,10,502.89856106,COSA - Public Works Dept,Active,Henderson Pass from Diamnond Canyon Dr to Point Oak,None,502.898561065778
1900,1900,BF_313001688,Bike Lane,PECAN VALLEY DR,Unknown,San Antonio,3,311.63052271,COSA - Public Works Dept,Active,Pecan Valley Dr from Hiawatha to Dollarhide Ave,None,311.630522718781
1901,1901,BF_313000058,Bike Lane,BELL DR,Unknown,San Antonio,10,311.28330373,COSA - Public Works Dept,Active,Bell Dr from Stahl Rd to Uhr Lane,None,311.28330373411
1902,1902,BF_313003359,Bike Lane,SW 36TH ST,Unknown,San Antonio,4,1876.58039625,COSA - Public Works Dept,Active,SW 36th St Extension thru Kelly USA from Growdon Rd to Billy Mitchell Blvd_CIMS 2007 Bond Project,None,1876.58039625478
1903,1903,BF_313001299,Route,N PINE ST,Unknown,San Antonio,2,237.98998917,COSA - Public Works Dept,Active,N Pine St from Paso Hondo St to Hays St,None,237.989989176784
1904,1904,BF_313002978,Bike Lane,S FLORES ST,Unknown,San Antonio,3,121.9283864,COSA - Public Works Dept,Inactive,S Flores St from E Malone_W Malone Ave to SE Military Dr_TO BE REMOVED,None,121.928386407624
1905,1905,BF_313001249,Route,N VANDIVER RD,Unknown,San Antonio,10,316.47688209,COSA - Public Works Dept,Active,N Vandiver Rd_S Vandiver Rd from Urban Crest to Rittiman Rd,None,316.476882093201
1906,1906,BF_313002812,Bike Lane,S TRINITY,Unknown,San Antonio,5,198.56100293,COSA - Public Works Dept,Active,S Trinity from S Laredo St to W Houston St,None,198.561002930681
1907,1907,BF_313001235,Buffered Lane,TIMBER PATH,Unknown,San Antonio,6,192.26347447,COSA - Public Works Dept,Active,Timber Path from Timber Cut to Meadow Trace,None,192.263474465007
1908,1908,BF_313000720,Shoulder,GROWDON RD,Unknown,San Antonio,4,644.66813888,COSA - Public Works Dept,Active,Growdon Rd from Billy Mitchell Rd to W Thompson Place,None,644.668138887094
1909,1909,BF_313002199,Route,N CALAVERAS,Unknown,San Antonio,1,396.82382449,COSA - Public Works Dept,Active,N Calaveras_Private Rd_W Houston St_N Chupaderas from Cincinnati Ave to Buena Vista St,None,396.823824490249
1910,1910,BF_313003060,Buffered Lane,IOWA ST,IMP 2020 Bike Facility Restripe Application,San Antonio,2,324.25617566,COSA - Public Works Dept,Active,Iowa St from S Cherry St to N New Braunfels St,None,324.256175655939
1911,1911,BF_313002154,Bike Lane,N MAIN AVE,Unknown,San Antonio,1,126.24657258,COSA - Public Works Dept,Active,N Main Ave from Commerce to Navarro St,None,126.246572588813
1912,1912,BF_313000522,Bike Lane,S HAMILTON AVE,Unknown,San Antonio,5,386.1506622,COSA - Public Works Dept,Active,S Hamilton Ave from Guadalupe St to Monterey St,None,386.150662202072
1913,1913,BF_313001555,Bike Lane,EMORY OAK DR,Unknown,San Antonio,3,46.67595595,COSA - Public Works Dept,Active,Emory Oak from SE Military Dr to Fairlawn Dr,None,46.675955951074
1914,1914,BF_313004187,Bike Lane,S ALAMO ST,40-00337 S Alamo St Pereida to E Cesar Chavez,San Antonio,1,127.95960739,COSA - Public Works Dept,Active,S Alamo St from Pereida St to E Cesar Chavez Blvd,None,127.959607393451
1915,1915,BF_313003347,Route,RIGSBY AVE,Unknown,San Antonio,3,359.75549602,COSA - Public Works Dept,Active,Rigsby Ave from S Pine St to Clark Ave,None,359.755496022148
1916,1916,BF_313001137,Route,LES HARRISON DR,Unknown,San Antonio,6,289.05022015,COSA - Public Works Dept,Active,Les Harrison Dr_Weybridge from Culebra Rd to Dover Rdg,None,289.050220152597
1917,1917,BF_313004103,Multi Use Path,CLASSEN RD,40-00301 Bulverde Rd and Classen Rd Realignment,San Antonio,10,1151.995514,COSA - Public Works Dept,Active,Bulverde Rd & Classen Rd Realignment,None,1151.69903057126
1918,1918,BF_313004481,Route,N BRAZOS ST,Unknown,San Antonio,5,185.6843118,COSA - Public Works Dept,TBD,TBD,Streetview 3-2022,185.684311804454
1919,1919,BF_313002887,Bike Lane,WILSON BLVD,Unknown,San Antonio,7,322.13525978,COSA - Public Works Dept,Active,Wilson Blvd from Babcock Rd to W Woodlawn,None,322.135259783693
1920,1920,BF_313002484,Route,GEORGE RD,Unknown,San Antonio,8,418.43212983,COSA - Public Works Dept,Active,George Rd from NW Military Hwy to Cedar Canyon,None,418.43212983927
1921,1921,BF_313002324,Bike Lane,MORNING GLORY,Unknown,San Antonio,7,314.0519184,COSA - Public Works Dept,Active,Morning Glory from W Woodlawn to Donaldson Ave,None,314.051918409786
1922,1922,BF_313001075,Bike Lane,UHR LN,Unknown,San Antonio,10,1194.1925453,COSA - Public Works Dept,Active,Uhr Ln from Higgins Rd to Thousand Oaks,None,1194.19254530149
1923,1923,BF_313003619,Route,SINCLAIR RD,Unknown,San Antonio,2,275.05477897,COSA - Public Works Dept,Active,SINCLAIR RD from SE LOOP 410 to FOSTER MEADOWS,None,275.054778977932
1924,1924,BF_313002175,Bike Lane,N ELMENDORF,Unknown,San Antonio,7,387.53253714,COSA - Public Works Dept,Active,N Elmendorf from Cincinnati Ave to Fredericksburg Rd,None,387.532537147325
1925,1925,BF_313003062,Buffered Lane,IOWA ST,IMP 2020 Bike Facility Restripe Application,San Antonio,2,71.50029407,COSA - Public Works Dept,Active,Iowa St from S Cherry St to N New Braunfels St,None,71.500294069161
1926,1926,BF_313004144,Bike Lane,BULVERDE RD,40-00005 Bulverde Rd Loop 1604 to Evans Rd,San Antonio,10,756.68598717,COSA - Public Works Dept,Active,Bulverde Rd from N Loop 1604 E Access Rd to Beckwood Dr,None,756.685987167215
1927,1927,BF_313004016,Multi Use Path,PRUE RD,Unknown,San Antonio,8,529.17448381,COSA - Public Works Dept,Inactive,Prue Rd from Country Dawn to Babcock Rd,changed to Inactive Status per 01/31/2020 email from Lauren Simcic to Paul Tenner - not a valid Bike Facility per City Auditor's Office,529.174483812663
1928,1928,BF_313001162,Bike Lane,HORAL DR,Unknown,San Antonio,4,306.85906448,COSA - Public Works Dept,Active,Horal Dr from Marbach Rd to US Hwy 90 W Access Rd,None,306.859064489161
1929,1929,BF_313000571,Route,NEVADA,Unknown,San Antonio,2,429.50540035,COSA - Public Works Dept,Active,Nevada from S Mequite St to S Mittman St,None,429.50540035831
1930,1930,BF_313000656,Route,N FLORES ST,Unknown,San Antonio,1,86.27839102,COSA - Public Works Dept,Active,N Flores St from W_E Ashby Place to W Martin St,None,86.278391026128
1931,1931,BF_313000714,Bike Lane,W MALONE,Unknown,San Antonio,5,202.6853147,COSA - Public Works Dept,Active,W Malone_E Malone from S Zarzamora St to Concepcion Park,None,202.685314705503
1932,1932,BF_313000640,Bike Lane,W COMMERCE ST,Unknown,San Antonio,5,369.23264099,COSA - Public Works Dept,Active,W Commerce St from SW 19th St to S Frio St,None,369.232640999828
1933,1933,BF_313002979,Bike Lane,S FLORES ST,Unknown,San Antonio,5,284.31977969,COSA - Public Works Dept,Inactive,S Flores St from E Malone_W Malone Ave to SE Military Dr_TO BE REMOVED,None,284.319779690427
1934,1934,BF_313004310,Bike Lane,CULEBRA RD,Unknown,San Antonio,6,320.06667713,COSA - Public Works Dept,Active,Culebra Rd from Grissom Rd to NW Loop 410,None,320.066677127673
1935,1935,BF_313000141,Route,WEYBRIDGE,Unknown,San Antonio,6,310.02690366,COSA - Public Works Dept,Active,Les Harrison Dr_Weybridge from Culebra Rd to Dover Rdg,None,310.026903663314
1936,1936,BF_313003512,Bike Lane,BROADWAY,Unknown,San Antonio,1,110.4528531,COSA - Public Works Dept,Active,Broadway from Newell Ave_Casa Blanca to E Jones Ave,None,110.452853104084
1937,1937,BF_313000390,Route,HOWARD ST,Unknown,San Antonio,1,386.5273332,COSA - Public Works Dept,Active,Howard St from W Park Ave to W Euclid Ave,None,386.527333209813
1938,1938,BF_313003455,Route,MERTZ DR,Unknown,San Antonio,1,300.57034614,COSA - Public Works Dept,Active,Mertz Dr from E Rector to Oblate Dr,None,300.570346149638
1939,1939,BF_313002725,Route,DUGAS DR,Unknown,San Antonio,4,144.76061674,COSA - Public Works Dept,Active,Dugas Dr from Dead End at Arrowhead Trl to W Military Dr,None,144.760616746097
1940,1940,BF_313004216,Separated Lane,SID KATZ DR,Unknown,San Antonio,8,716.34966588,COSA - Public Works Dept,Active,Sid Katz Dr from Ewing Halsell Dr to Tom Slick,None,716.349665877747
1941,1941,BF_313002246,Bike Lane,W HARDING BLVD,Unknown,San Antonio,3,549.26831958,COSA - Public Works Dept,Active,W Harding Blvd from Commercial Ave to Pleasanton Rd,None,549.268319587148
1942,1942,BF_313002241,Bike Lane,N HAMILTON AVE,Unknown,San Antonio,1,197.84346133,COSA - Public Works Dept,Active,N Hamilton Ave from Lombrano St to W Martin St,None,197.843461338642
1943,1943,BF_313004217,Separated Lane,TOM SLICK,Unknown,San Antonio,8,1140.59252837,COSA - Public Works Dept,Active,Tom Slick from Sid Katz Dr from Hamilton Wolfe Rd,None,1140.59252837083
1944,1944,BF_313000828,Bike Lane,ALDER CREEK DR,Unknown,San Antonio,10,245.21465538,COSA - Public Works Dept,Active,Alder Creek Dr from Stoney Summit to Rowe Dr,None,245.214655388307
1945,1945,BF_313003129,Bike Lane,PIPERS LN,Unknown,San Antonio,6,936.50003156,COSA - Public Works Dept,Active,Pipers Ln from Culebra Rd to Pipers Way,None,936.500031563813
1946,1946,BF_313003457,Route,MERTZ DR,Unknown,San Antonio,1,313.00129953,COSA - Public Works Dept,Active,Mertz Dr from E Rector to Oblate Dr,None,313.001299531092
1947,1947,BF_313004155,Bike Lane,BULVERDE RD,40-00005 Bulverde Rd Loop 1604 to Evans Rd,San Antonio,9,723.57210437,COSA - Public Works Dept,Active,Bulverde Rd from N Loop 1604 E Access Rd to Beckwood Dr,None,723.572104370108
1948,1948,BF_313000269,Bike Lane,FAIRLAWN DR,Unknown,San Antonio,3,368.81449474,COSA - Public Works Dept,Active,Fairlawn Dr from Killarney Dr to Emory Oak,None,368.814494745092
1949,1949,BF_313001548,Route,DONALDSON AVE,Unknown,San Antonio,7,537.42670191,COSA - Public Works Dept,Active,Donaldson Ave from N Elmendorf to E Quill Dr,None,537.426701910765
1950,1950,BF_313002988,Bike Lane,S FLORES ST,Unknown,San Antonio,3,217.89497514,COSA - Public Works Dept,Active,S Flores St from E Cevallos_W Cevallos to E Theo Ave_W Theo Ave,None,217.894975144786
1951,1951,BF_313000090,Bike Lane,HENDERSON PASS,Unknown,San Antonio,10,957.97890008,COSA - Public Works Dept,Active,Henderson Pass from Thousand Oaks to Point Oak,None,957.978900084227
1952,1952,BF_313003560,Bike Lane,S FLORES ST,Unknown,San Antonio,5,84.04068309,COSA - Public Works Dept,Active,S Flores St from E Cevallos_W Cevallos to E Theo Ave_W Theo Ave,None,84.0406830910242
1953,1953,BF_313003103,Buffered Lane,CABLE RANCH RD,IMP 2019 Bike Facility Restriping,San Antonio,6,908.92556088,COSA - Public Works Dept,Active,Cable Ranch Rd from Lakeside Pkwy to Waters Edge Dr,None,908.925560880834
1954,1954,BF_313000780,Route,S Zarzamora St,Unknown,San Antonio,5,390.72891989,COSA - Public Works Dept,Active,S Zarzamora from W Winnipeg Ave to New Laredo Hwy,None,390.728919894144
1955,1955,BF_313000220,Bike Lane,S PINE ST,Unknown,San Antonio,2,117.25382682,COSA - Public Works Dept,Active,S Pine St from Nevada to Aransas Ave,None,117.253826824874
1956,1956,BF_313003495,Bike Lane,Hot Wells Ave,Unknown,San Antonio,3,753.00578239,COSA - Public Works Dept,Active,Hot Wells Ave from S Presa St to Goliad Rd,None,753.005782394025
1957,1957,BF_313004196,Route,N ST MARYS,Unknown,San Antonio,2,174.839275,COSA - Public Works Dept,Active,N St Marys St from Tuleta to W Jones Ave,None,174.839274997602
1958,1958,BF_313002948,Bike Lane,W ASHBY PLACE,Unknown,San Antonio,1,345.00079647,COSA - Public Works Dept,Active,W Ashby Place from N Flores St to N Main Ave,None,345.000796469242
1959,1959,BF_313001795,Bike Lane,PARKSITE WOODS,Unknown,San Antonio,8,304.03614731,COSA - Public Works Dept,Active,Indian Woods_Parksite Woods from De Zavala Rd to De Zavala Rd,None,304.036147316698
1960,1960,BF_313000190,Bike Lane,McCullough Ave,Unknown,San Antonio,1,295.52601976,COSA - Public Works Dept,Active,McCullough Ave from E Ashby Place to W_E Hildebrand Ave,None,295.526019764418
1961,1961,BF_313001495,Bike Lane,W WOODLAWN,Unknown,San Antonio,7,690.98977746,COSA - Public Works Dept,Active,W Woodlawn from N Zarzamora St to Halvern,None,690.989777464516
1962,1962,BF_313001304,Bike Lane,PLEASANTON RD,Unknown,San Antonio,3,324.35038476,COSA - Public Works Dept,Active,Pleasanton Rd from Moursund Blvd to SE Loop 410 Access Rd,None,324.350384769045
1963,1963,BF_313001318,Route,S PRESA ST,Unknown,San Antonio,1,160.33725214,COSA - Public Works Dept,Active,S Presa St from Pereida St to S Alamo St,None,160.337252140653
1964,1964,BF_313002784,Bike Lane,SOL TRACE,Unknown,San Antonio,4,698.27514964,COSA - Public Works Dept,Active,Sol Trace from Ray Ellison Blvd to Dead End,None,698.275149646506
1965,1965,BF_313002239,Bike Lane,N HAMILTON AVE,Unknown,San Antonio,5,195.16032227,COSA - Public Works Dept,Active,N Hamilton Ave from Lombrano St to W Martin St,None,195.160322271845
1966,1966,BF_313000162,Bike Lane,TIMBER TRACE,Unknown,San Antonio,6,556.06304406,COSA - Public Works Dept,Active,Timber Trace_Misty Way from Silent Sunrise to Grissom Rd,None,556.063044066258
1967,1967,BF_313000429,Route,DONALDSON AVE,Unknown,San Antonio,7,305.69286679,COSA - Public Works Dept,Active,Donaldson Ave from N Elmendorf to E Quill Dr,None,305.692866798641
1968,1968,BF_313002704,Route,DUGAS DR,Unknown,San Antonio,4,600.2004873,COSA - Public Works Dept,Active,Dugas Dr from Dead End at Arrowhead Trl to W Military Dr,None,600.200487300748
1969,1969,BF_313001313,Route,N PINE ST,Unknown,San Antonio,2,267.69408269,COSA - Public Works Dept,Active,N Pine St from Paso Hondo St to Hays St,None,267.694082697
1970,1970,BF_313003019,Bike Lane,SEASCAPE DR,Unknown,San Antonio,4,585.60917877,COSA - Public Works Dept,Active,Seascape Dr from W Military Dr to Potranco Rd,None,585.60917877732
1971,1971,BF_313004356,Bike Lane,W COMMERCE ST,Unknown,San Antonio,5,612.9809555,COSA - Public Works Dept,Active,W Commerce St from S Frio to Enrique M Barerra Pkwy,None,612.980955499675
1972,1972,BF_313003439,Route,GREEN SPRING DR,Unknown,San Antonio,10,833.99885545,COSA - Public Works Dept,Active,Green Spring Dr_Tavern Oaks from Rowe Dr to Bulverde Rd,None,833.998855455881
1973,1973,BF_313003043,Bike Lane,S FLORES ST,Unknown,San Antonio,3,54.36758204,COSA - Public Works Dept,Inactive,S Flores St from E Malone_W Malone Ave to SE Military Dr_TO BE REMOVED,None,54.3675820483305
1974,1974,BF_313002823,Bike Lane,N HAMILTON AVE,Unknown,San Antonio,5,199.08423815,COSA - Public Works Dept,Active,N Hamilton Ave from Lombrano St to W Martin St,None,199.084238154728
1975,1975,BF_313000045,Route,N VANDIVER RD,Unknown,San Antonio,10,64.01791911,COSA - Public Works Dept,Active,N Vandiver Rd_S Vandiver Rd from Urban Crest to Rittiman Rd,None,64.0179191181648
1976,1976,BF_313003641,Route,COLONY DR,Unknown,San Antonio,1,774.21442405,COSA - Public Works Dept,Active,Colony Dr from IH 10 W to Vance Jackson,None,774.214424050861
1977,1977,BF_313000599,Route,N PINE ST,Unknown,San Antonio,2,232.48735951,COSA - Public Works Dept,Active,N Pine St from Paso Hondo St to Hays St,None,232.487359515816
1978,1978,BF_313000545,Buffered Lane,KNIGHTS CROSS DR,IMP 2019 Bike Facility Restriping,San Antonio,9,305.24988417,COSA - Public Works Dept,Active,Knights Cross Dr from Stone Oak Pkwy to Summer Knoll,None,305.249884177507
1979,1979,BF_313002853,Bike Lane,WILSON BLVD,Unknown,San Antonio,7,86.69285744,COSA - Public Works Dept,Active,Wilson Blvd from Babcock Rd to W Woodlawn,None,86.6928574433386
1980,1980,BF_313003271,Buffered Lane,CABLE RANCH RD,IMP 2019 Bike Facility Restriping,San Antonio,6,640.50193036,COSA - Public Works Dept,Active,Cable Ranch Rd from Lakeside Pkwy to Waters Edge Dr,None,640.501930361776
1981,1981,BF_313000877,Bike Lane,INGRAM RD,Unknown,San Antonio,6,412.66595952,COSA - Public Works Dept,Active,Ingram Rd from NW Loop 410 Access Rd to Benrus Dr,None,412.665959526765
1982,1982,BF_313002273,Bike Lane,W WOODLAWN,Unknown,San Antonio,7,720.62089877,COSA - Public Works Dept,Active,W Woodlawn from N Zarzamora St to Halvern,None,720.620898771768
1983,1983,BF_313000614,Bike Lane,W COMMERCE ST,Unknown,San Antonio,5,226.59875967,COSA - Public Works Dept,Active,W Commerce St from SW 19th St to S Frio St,None,226.598759679415
1984,1984,BF_313002325,Bike Lane,DWYER AVE,Unknown,San Antonio,1,338.02826495,COSA - Public Works Dept,Active,Dwyer Ave from E Cesar Chavez Blvd to E Nueva St,None,338.028264951451
1985,1985,BF_313002747,Bike Lane,DIANE RD,Unknown,San Antonio,2,236.26923043,COSA - Public Works Dept,Active,Diane Rd from Rigsby Ave to Rice Rd,None,236.26923043191
1986,1986,BF_313002881,Bike Lane,S TRINITY,Unknown,San Antonio,5,321.04907257,COSA - Public Works Dept,Active,S Trinity from S Laredo St to W Houston St,None,321.049072573078
1987,1987,BF_313004407,Bike Lane,TIMBER PATH,Unknown,San Antonio,6,228.148467,COSA - Public Works Dept,Active,Timber Path from Grissom Rd to Culebra Rd,None,228.148467003671
1988,1988,BF_313002995,Bike Lane,S FLORES ST,Unknown,San Antonio,3,279.65243532,COSA - Public Works Dept,Inactive,S Flores St from E Malone_W Malone Ave to SE Military Dr_TO BE REMOVED,None,279.652435322357
1989,1989,BF_313000820,Route,S MESQUITE ST,Unknown,San Antonio,2,250.80639503,COSA - Public Works Dept,Active,S Mesquite St from Nevada to Hays St,None,250.806395035434
1990,1990,BF_313004199,Bike Lane,GUADALUPE ST,Unknown,San Antonio,5,17.06601403,COSA - Public Works Dept,Active,Guadalupe St from S San Jacinto St to SW 19th St,None,17.0660140284651
1991,1991,BF_313001107,Bike Lane,LAKEFRONT,Unknown,San Antonio,2,276.97758551,COSA - Public Works Dept,Active,Lakefront from US Hwy 87 to Cloudy Meadow,None,276.977585510803
1992,1992,BF_313004008,Multi Use Path,PRUE RD,Unknown,San Antonio,8,598.41812266,COSA - Public Works Dept,Inactive,Prue Rd from Country Dawn to Babcock Rd,changed to Inactive Status per 01/31/2020 email from Lauren Simcic to Paul Tenner - not a valid Bike Facility per City Auditor's Office,598.418122656158
1993,1993,BF_313002524,Multi Use Path,PRUE RD,Unknown,San Antonio,7,464.02699501,COSA - Public Works Dept,Inactive,Prue Rd from S Hausman Rd to Rocky Trail,changed to Inactive Status per 01/31/2020 email from Lauren Simcic to Paul Tenner - not a valid Bike Facility per City Auditor's Office,464.026995014045
1994,1994,BF_313001799,Bike Lane,PARKSITE WOODS,Unknown,San Antonio,8,321.67697413,COSA - Public Works Dept,Active,Indian Woods_Parksite Woods from De Zavala Rd to De Zavala Rd,None,321.67697413897
1995,1995,BF_313003254,Buffered Lane,WOODSTONE,Unknown,San Antonio,8,417.43226383,COSA - Public Works Dept,Active,Woodstone from IH 10W to Vance Jackson Rd,None,417.432263837777
1996,1996,BF_313002818,Bike Lane,N HAMILTON AVE,Unknown,San Antonio,1,195.52554264,COSA - Public Works Dept,Active,N Hamilton Ave from Lombrano St to W Martin St,None,195.525542646349
1997,1997,BF_313002890,Bike Lane,SW 19TH ST,Unknown,San Antonio,5,194.55664485,COSA - Public Works Dept,Active,SW 19th St from Buena Vista St to Castroville Rd,None,194.556644856898
1998,1998,BF_313001364,Bike Lane,MISSION RD,Unknown,San Antonio,5,231.69095092,COSA - Public Works Dept,Active,Missions Trail_Mission Rd from 226 ft north of Yellow Stone to Theo Pkwy,None,230.354048473499
1999,1999,BF_313001450,Bike Lane,E GRAYSON ST,Unknown,San Antonio,2,269.42727881,COSA - Public Works Dept,Active,E Grayson St from N Pine St to Ft Sam Houston Quadrangle Facility,None,269.427278818898
2000,2000,BF_313003214,Bike Lane,FRIO CITY RD,Unknown,San Antonio,5,445.97375199,COSA - Public Works Dept,Active,Frio City Rd from S Brazos St to W Malone,None,445.973751997665
2001,2001,BF_313000289,Bike Lane,FAIRLAWN DR,Unknown,San Antonio,3,307.07945065,COSA - Public Works Dept,Active,Fairlawn Dr from Killarney Dr to Emory Oak,None,307.079450656967
2002,2002,BF_313003195,Buffered Lane,ROADRUNNER WAY,Unknown,San Antonio,8,384.78570358,COSA - Public Works Dept,Active,Roadrunner Way from W Hausman Rd to The Drag,None,384.785703575299
2003,2003,BF_313000024,Buffered Lane,ROWE DR,Unknown,San Antonio,10,499.38306006,COSA - Public Works Dept,Active,Rowe Dr from Cadbury to S of Sackville Dr,None,499.383060062101
2004,2004,BF_313004188,Bike Lane,S ALAMO ST,40-00337 S Alamo St Pereida to E Cesar Chavez,San Antonio,1,181.94513716,COSA - Public Works Dept,Active,S Alamo St from Pereida St to E Cesar Chavez Blvd,None,181.945137158203
2005,2005,BF_313000357,Bike Lane,KAMPMANN BLVD,Unknown,San Antonio,7,403.43035089,COSA - Public Works Dept,Active,Kampmann Blvd from Club Dr to W Woodlawn,None,403.430350892639
2006,2006,BF_313000364,Bike Lane,KAMPMANN BLVD,Unknown,San Antonio,7,230.75324591,COSA - Public Works Dept,Active,Kampmann Blvd from Club Dr to W Woodlawn,None,230.753245917692
2007,2007,BF_313003161,Route,N FLORES ST,Unknown,San Antonio,1,350.75366218,COSA - Public Works Dept,Active,N Flores St from W Ashby Place to Fulton Ave,None,350.753662183389
2008,2008,BF_313000551,Bike Lane,McCullough Ave,Unknown,San Antonio,1,204.00742076,COSA - Public Works Dept,Active,McCullough Ave from E Ashby Place to W_E Hildebrand Ave,None,204.00742076443
2009,2009,BF_313003966,Route,N ST MARYS,Unknown,San Antonio,1,319.24537567,COSA - Public Works Dept,Active,N St Marys St from Tuleta to W Jones Ave,None,319.245375671918
2010,2010,BF_313000152,Bike Lane,TIMBERHILL DR,Unknown,San Antonio,7,269.96170205,COSA - Public Works Dept,Active,Timberhill Dr from Grissom Rd to Wurzbach Rd,None,269.961702052001
2011,2011,BF_313004495,Bike Lane,GOLIAD RD,Unknown,San Antonio,3,316.38088886,COSA - Public Works Dept,TBD,TBD,None,316.380888863844
2012,2012,BF_313002498,Bike Lane,CLUB HOUSE BLVD,Unknown,San Antonio,3,2949.95435466,COSA - Public Works Dept,Active,Club House Blvd from Mission Grande to Del Lago Pkwy,None,2949.95435466432
2013,2013,BF_313000057,Bike Lane,BELL DR,Unknown,San Antonio,10,311.03950638,COSA - Public Works Dept,Active,Bell Dr from Stahl Rd to Uhr Lane,None,311.039506387355
2014,2014,BF_313001412,Route,4TH ST,Unknown,San Antonio,1,378.79271353,COSA - Public Works Dept,Active,4th St from Lexington Ave to Avenue E,None,378.792713538817
2015,2015,BF_313000418,Route,ABE LINCOLN RD,Unknown,San Antonio,7,497.72674668,COSA - Public Works Dept,Active,Abe Lincoln Rd from Horn Blvd to Eckhert Rd,None,497.726746683037
2016,2016,BF_313004339,Bike Lane,W COMMERCE ST,Unknown,San Antonio,5,282.57054319,COSA - Public Works Dept,Active,W Commerce St from S Frio to Enrique M Barerra Pkwy,None,282.570543188614
2017,2017,BF_313000957,Bike Lane,VILLAGE PKWY,Unknown,San Antonio,6,239.83415595,COSA - Public Works Dept,Active,Village Pkwy from Raba Dr to Culebra Rd,None,239.834155955378
2018,2018,BF_313004423,Bike Lane,CUPPLES RD,Unknown,San Antonio,5,372.60274792,COSA - Public Works Dept,Active,Cupples Rd from Merida St to Castroville Rd,None,372.602747916867
2019,2019,BF_313004307,Bike Lane,CULEBRA RD,Unknown,San Antonio,6,344.95377922,COSA - Public Works Dept,Active,Culebra Rd from Grissom Rd to NW Loop 410,None,344.953779215837
2020,2020,BF_313001497,Bike Lane,W WOODLAWN,Unknown,San Antonio,7,259.09268637,COSA - Public Works Dept,Active,W Woodlawn from N Zarzamora St to Halvern,None,259.092686375116
2021,2021,BF_313003579,Route,E SUNSHINE,Unknown,San Antonio,7,481.5376687,COSA - Public Works Dept,Active,E Sunshine from Hillcrest Dr to Dickinson Dr,None,481.537668703169
2022,2022,BF_313000069,Bike Lane,McCullough Ave,Unknown,San Antonio,1,36.77944504,COSA - Public Works Dept,Active,McCullough Ave from E Ashby Place to W_E Hildebrand Ave,None,36.7794450448465
2023,2023,BF_313001444,Route,N ST MARYS,Unknown,San Antonio,1,449.99179357,COSA - Public Works Dept,Active,N St Marys St from Tuleta to W Jones Ave,None,449.991793567565
2024,2024,BF_313001384,Bike Lane,DOVER RDG,Unknown,San Antonio,6,495.55297597,COSA - Public Works Dept,Active,Dover Rdg from Weybridge to Tezel Rd,None,495.5529759701
2025,2025,BF_313000494,Bike Lane,W MALONE,Unknown,San Antonio,5,211.00592273,COSA - Public Works Dept,Active,W Malone_E Malone from S Zarzamora St to Concepcion Park,None,211.005922731884
2026,2026,BF_313000615,Bike Lane,McCullough Ave,Unknown,San Antonio,1,122.04608844,COSA - Public Works Dept,Active,McCullough Ave from E Ashby Place to W_E Hildebrand Ave,None,122.046088443008
2027,2027,BF_313002148,Bike Lane,W MISTLETOE,Unknown,San Antonio,1,592.44788638,COSA - Public Works Dept,Active,E Mistletoe_W Mistletoe from N St Marys St to N Flores St,None,592.447886380362
2028,2028,BF_313000635,Bike Lane,S Zarzamora St,Unknown,San Antonio,5,301.60270342,COSA - Public Works Dept,Active,S Zarzamora from Walton Ave to W Winnipeg Ave,None,301.602703420252
2029,2029,BF_313001807,Route,GILLETTE BLVD,Unknown,San Antonio,3,1124.9497447,COSA - Public Works Dept,Active,Gillette Blvd from Clamp to S Zarzamora St,None,1124.9497447043
2030,2030,BF_313001856,Route,S ELLISON DR,Unknown,San Antonio,4,1009.79581507,COSA - Public Works Dept,Active,S Ellison Dr from Potranco Rd to Adams Hill Dr_Marbach Oak,None,1009.79581507933
2031,2031,BF_313003378,Bike Lane,Hot Wells Ave,Unknown,San Antonio,3,587.03341025,COSA - Public Works Dept,Active,Hot Wells Ave from S Presa St to Goliad Rd,None,587.033410256774
2032,2032,BF_313002167,Route,GIRAUD,Unknown,San Antonio,1,206.5099281,COSA - Public Works Dept,Active,Giraud from Augusta to N Main Ave,None,206.509928109831
2033,2033,BF_313001625,Route,HAYS ST,Unknown,San Antonio,2,364.05027745,COSA - Public Works Dept,Active,Hays St from N Mesquite St to N Onslow St,None,364.050277459416
2034,2034,BF_313002340,Route,SOLEDAD ST,Unknown,San Antonio,1,385.20218531,COSA - Public Works Dept,Active,Soledad St from E Commerce St to Navarro St,None,385.202185313073
